,raceId,driverId,constructorId,grid,positionOrder,statusId,year,constructorPower,constructorForm,driverPerformance
109,23,18,11,11,11,11,2008.0,0.9797621139807148,0.8505550881170205,1.948717100000001
110,23,6,3,13,7,1,2008.0,1.8268815547508408,1.8268815547508408,1.0322801154563672
111,23,3,3,6,\N,3,2008.0,1.8268815547508408,1.8268815547508408,2.2842130306438797
112,23,4,4,7,10,11,2008.0,2.273518167203879,1.1276580727581926,1.0826645188807436
113,23,12,4,17,\N,3,2008.0,2.273518167203879,1.1276580727581926,0.8667841720414476
114,23,10,7,10,12,11,2008.0,1.3043673819053694,1.3043673819053694,0.5826952136880225
115,23,15,7,8,13,11,2008.0,1.3043673819053694,1.3043673819053694,0.6308634331816548
116,23,16,10,18,\N,4,2008.0,1.5268514086339717,0.7333619496011154,0.9687293061514642
117,23,21,10,20,\N,6,2008.0,1.5268514086339717,0.7333619496011154,3.982849855532462
118,24,9,2,2,1,1,2008.0,3.0562390832933315,3.0562390832933315,1.1536897329871667
119,24,2,2,8,2,1,2008.0,3.0562390832933315,3.0562390832933315,0.4519193707451121
120,24,14,9,13,3,1,2008.0,1.5268514086339717,1.8268815547508408,2.212784104277778
121,24,17,9,10,12,1,2008.0,1.5268514086339717,1.8268815547508408,0.5131581182307066
122,24,10,7,11,4,1,2008.0,1.3043673819053694,1.5268514086339717,0.6939497764998205
123,24,15,7,14,6,1,2008.0,1.3043673819053694,1.5268514086339717,1.7161630583349952
124,24,13,6,6,5,1,2008.0,5.000164300340007,5.000164300340007,0.2510764995599643
125,24,8,6,3,\N,4,2008.0,5.000164300340007,5.000164300340007,1.44102647463027
126,24,22,11,9,7,1,2008.0,0.9797621139807148,0.9797621139807148,0.4377875384583187
127,24,18,11,20,11,1,2008.0,0.9797621139807148,0.9797621139807148,0.9236471525212612
128,24,20,5,19,8,1,2008.0,1.1276580727581926,0.8505550881170205,1.9487171000000008
129,24,7,5,18,13,11,2008.0,1.1276580727581926,0.8505550881170205,0.5131581182307065
130,24,5,1,7,9,1,2008.0,0.6232802959048005,2.273518167203879,0.5345531906361021
131,24,1,1,1,\N,4,2008.0,0.6232802959048005,2.273518167203879,0.5418813035088162
132,24,3,3,5,10,1,2008.0,1.8268815547508408,1.3043673819053694,1.1774945043331575
133,24,6,3,12,\N,3,2008.0,1.8268815547508408,1.3043673819053694,1.845422592595004
134,24,21,10,17,\N,20,2008.0,1.5268514086339717,0.7333619496011154,1.0704495493937798
135,24,16,10,16,\N,6,2008.0,1.5268514086339717,0.7333619496011154,1.0851241884379677
136,24,4,4,4,\N,20,2008.0,2.273518167203879,1.1276580727581926,0.7114902967366519
137,24,12,4,15,\N,23,2008.0,2.273518167203879,1.1276580727581926,1.870721225721299
138,25,13,6,2,1,1,2008.0,5.000164300340007,5.000164300340007,0.9341869503016964
139,25,8,6,1,2,1,2008.0,5.000164300340007,5.000164300340007,1.870721225721299
140,25,15,7,4,3,1,2008.0,1.3043673819053694,1.5268514086339717,0.9215535057231528
141,25,10,7,8,11,1,2008.0,1.3043673819053694,1.5268514086339717,1.4641000000000002
142,25,5,1,10,4,1,2008.0,0.6232802959048005,2.273518167203879,0.5345531906361021
143,25,1,1,13,10,1,2008.0,0.6232802959048005,2.273518167203879,3.84955769480062
144,25,9,2,5,5,1,2008.0,3.0562390832933315,3.0562390832933315,0.2597701032902153
145,25,2,2,11,13,1,2008.0,3.0562390832933315,3.0562390832933315,0.8492608639106328
146,25,17,9,6,6,1,2008.0,1.5268514086339717,1.8268815547508408,1.405500545245153
147,25,14,9,7,9,1,2008.0,1.5268514086339717,1.8268815547508408,0.6830134553650706
148,25,12,4,9,7,1,2008.0,2.273518167203879,1.1276580727581926,1.153689732987167
149,25,4,4,3,8,1,2008.0,2.273518167203879,1.1276580727581926,0.8667841720414474
150,25,20,5,12,12,1,2008.0,1.1276580727581926,0.8505550881170205,1.9957078582629428
151,25,7,5,14,17,11,2008.0,1.1276580727581926,0.8505550881170205,0.7694317724150601
152,25,22,11,20,14,11,2008.0,0.9797621139807148,0.9797621139807148,2.0931160601088767
153,25,18,11,16,\N,4,2008.0,0.9797621139807148,0.9797621139807148,1.8142798711481296
154,25,6,3,15,15,11,2008.0,1.8268815547508408,1.3043673819053694,0.2862338600146128
155,25,3,3,19,16,11,2008.0,1.8268815547508408,1.3043673819053694,3.4936467682368115
156,25,21,10,17,18,11,2008.0,1.5268514086339717,0.7333619496011154,0.5511828775166704
157,25,16,10,18,19,11,2008.0,1.5268514086339717,0.7333619496011154,1.2996603933591695
158,26,1,1,4,1,1,2008.0,0.6232802959048005,2.273518167203879,0.501075343196973
159,26,5,1,1,5,11,2008.0,0.6232802959048005,2.273518167203879,1.153689732987167
160,26,2,2,5,2,1,2008.0,3.0562390832933315,3.0562390832933315,0.4777565941317097
161,26,9,2,10,\N,20,2008.0,3.0562390832933315,3.0562390832933315,1.1265250579928898
162,26,22,11,16,3,1,2008.0,0.9797621139807148,0.9797621139807148,0.5780854788993688
163,26,18,11,17,\N,20,2008.0,0.9797621139807148,0.9797621139807148,1.7298479835610552
164,26,8,6,3,4,11,2008.0,5.000164300340007,5.000164300340007,0.8667841720414474
165,26,13,6,9,13,12,2008.0,5.000164300340007,5.000164300340007,1.4296264326950867
166,26,4,4,6,6,11,2008.0,2.273518167203879,1.1276580727581926,0.6994834294682364
167,26,12,4,7,\N,20,2008.0,2.273518167203879,1.1276580727581926,0.8876855360693732
168,26,15,7,14,7,11,2008.0,1.3043673819053694,1.8268815547508408,1.275796206636614
169,26,10,7,12,12,11,2008.0,1.3043673819053694,1.8268815547508408,0.620921323059155
170,26,6,3,15,8,11,2008.0,1.8268815547508408,1.3043673819053694,1.275796206636614
171,26,3,3,20,9,11,2008.0,1.8268815547508408,1.3043673819053694,1.0322801154563672
172,26,17,9,2,10,11,2008.0,1.5268514086339717,1.5268514086339717,0.7838242462221325
173,26,14,9,11,\N,4,2008.0,1.5268514086339717,1.5268514086339717,3.4159044952754987
174,26,7,5,13,11,11,2008.0,1.1276580727581926,0.8505550881170205,1.9078772158466308
175,26,20,5,8,\N,4,2008.0,1.1276580727581926,0.8505550881170205,0.6409647350568246
176,26,21,10,19,\N,20,2008.0,1.5268514086339717,0.7333619496011154,1.5601482348499955
177,26,16,10,18,\N,20,2008.0,1.5268514086339717,0.7333619496011154,2.0765573005853444
178,27,1,1,1,1,1,2008.0,0.6232802959048005,2.273518167203879,0.9090909090909092
179,27,5,1,3,5,1,2008.0,0.6232802959048005,2.273518167203879,0.5241427444565633
180,27,12,4,17,2,1,2008.0,2.273518167203879,1.3043673819053694,0.9687293061514642
181,27,4,4,5,11,1,2008.0,2.273518167203879,1.3043673819053694,1.6105100000000003
182,27,13,6,2,3,1,2008.0,5.000164300340007,5.000164300340007,0.7838242462221325
183,27,8,6,6,6,1,2008.0,5.000164300340007,5.000164300340007,0.29274823151030405
184,27,2,2,12,4,1,2008.0,3.0562390832933315,3.0562390832933315,1.3739648336724244
185,27,9,2,7,7,1,2008.0,3.0562390832933315,3.0562390832933315,0.7278206657787111
186,27,20,5,9,8,1,2008.0,1.1276580727581926,0.8505550881170205,1.1
187,27,7,5,15,12,1,2008.0,1.1276580727581926,0.8505550881170205,0.4815662923041507
188,27,15,7,4,9,1,2008.0,1.3043673819053694,1.8268815547508408,1.3183744776835291
189,27,10,7,11,\N,22,2008.0,1.3043673819053694,1.8268815547508408,0.321682212111427
190,27,3,3,13,10,1,2008.0,1.8268815547508408,1.1276580727581926,1.0388601182540849
191,27,6,3,16,14,1,2008.0,1.8268815547508408,1.1276580727581926,0.6389316175752369
192,27,14,9,10,13,1,2008.0,1.5268514086339717,1.5268514086339717,0.7585098292839119
193,27,17,9,8,\N,5,2008.0,1.5268514086339717,1.5268514086339717,0.9625935026561676
194,27,16,10,19,15,1,2008.0,1.5268514086339717,0.7333619496011154,1.5651127170620036
195,27,21,10,20,16,1,2008.0,1.5268514086339717,0.7333619496011154,1.1985222524395716
196,27,18,11,14,17,11,2008.0,0.9797621139807148,0.9797621139807148,2.1232552800541007
197,27,22,11,18,\N,4,2008.0,0.9797621139807148,0.9797621139807148,1.5952331179970698
198,28,5,1,2,1,1,2008.0,0.6232802959048005,3.0562390832933315,3.1086580555272096
199,28,1,1,1,5,1,2008.0,0.6232802959048005,3.0562390832933315,0.8343608122123032
200,28,10,7,5,2,1,2008.0,1.3043673819053694,1.8268815547508408,0.5382047749107098
201,28,15,7,9,7,1,2008.0,1.3043673819053694,1.8268815547508408,0.6268676275073652
202,28,8,6,6,3,1,2008.0,5.000164300340007,5.000164300340007,0.7657737614511322
203,28,13,6,3,17,5,2008.0,5.000164300340007,5.000164300340007,1.3058687178116577
204,28,4,4,7,4,1,2008.0,2.273518167203879,1.5268514086339717,0.8423511375962449
205,28,12,4,10,6,1,2008.0,2.273518167203879,1.5268514086339717,1.1871533798287799
206,28,9,2,4,8,1,2008.0,3.0562390832933315,2.273518167203879,1.8580288518731625
207,28,2,2,15,10,1,2008.0,3.0562390832933315,2.273518167203879,0.4709749267523403
208,28,17,9,8,9,1,2008.0,1.5268514086339717,1.3043673819053694,0.7982937776909946
209,28,14,9,13,11,1,2008.0,1.5268514086339717,1.3043673819053694,0.5452453914971617
210,28,18,11,12,12,11,2008.0,0.9797621139807148,0.9797621139807148,1.0625290181067142
211,28,22,11,17,16,12,2008.0,0.9797621139807148,0.9797621139807148,2.9282520154592597
212,28,6,3,16,13,11,2008.0,1.8268815547508408,1.1276580727581926,1.2526716704374492
213,28,3,3,14,14,11,2008.0,1.8268815547508408,1.1276580727581926,0.3415006613913873
214,28,21,10,18,15,11,2008.0,1.5268514086339717,0.7333619496011154,1.83403659268747
215,28,16,10,20,\N,23,2008.0,1.5268514086339717,0.7333619496011154,1.6964507421281998
216,28,7,5,19,18,13,2008.0,1.1276580727581926,0.8505550881170205,1.8660958163410202
217,28,20,5,11,\N,25,2008.0,1.1276580727581926,0.8505550881170205,0.5894659804536964
218,29,13,6,1,1,1,2008.0,5.000164300340007,5.000164300340007,0.5358781640488147
219,29,8,6,4,\N,5,2008.0,5.000164300340007,5.000164300340007,0.9330313341477832
220,29,1,1,2,2,1,2008.0,0.6232802959048005,3.0562390832933315,0.648412578499066
221,29,5,1,5,4,1,2008.0,0.6232802959048005,3.0562390832933315,1.5422279473892724
222,29,9,2,3,3,1,2008.0,3.0562390832933315,2.273518167203879,1.3310000000000004
223,29,2,2,8,9,1,2008.0,3.0562390832933315,2.273518167203879,1.0717753663797207
224,29,15,7,7,5,1,2008.0,1.3043673819053694,1.8268815547508408,0.9411507666697588
225,29,10,7,13,7,1,2008.0,1.3043673819053694,1.8268815547508408,0.8408926809521278
226,29,20,5,6,6,1,2008.0,1.1276580727581926,0.8505550881170205,0.7513148009015775
227,29,7,5,10,10,1,2008.0,1.1276580727581926,0.8505550881170205,1.1892123961261238
228,29,3,3,9,8,1,2008.0,1.8268815547508408,1.1276580727581926,1.1087715544717942
229,29,6,3,11,15,11,2008.0,1.8268815547508408,1.1276580727581926,1.2791783586223302
230,29,12,4,15,11,1,2008.0,2.273518167203879,1.5268514086339717,1.7715610000000006
231,29,4,4,12,\N,4,2008.0,2.273518167203879,1.5268514086339717,0.7817518122156131
232,29,17,9,14,12,11,2008.0,1.5268514086339717,1.3043673819053694,1.8580288518731627
233,29,14,9,17,17,11,2008.0,1.5268514086339717,1.3043673819053694,1.2490589397022045
234,29,18,11,16,13,11,2008.0,0.9797621139807148,0.9797621139807148,0.5382047749107097
235,29,22,11,19,16,11,2008.0,0.9797621139807148,0.9797621139807148,1.5977691643108138
236,29,21,10,18,14,11,2008.0,1.5268514086339717,0.7333619496011154,0.5644739300537772
237,29,16,10,20,\N,3,2008.0,1.5268514086339717,0.7333619496011154,0.8006027323565819
238,30,13,6,2,1,1,2008.0,5.000164300340007,5.000164300340007,0.3917165576007939
239,30,8,6,4,18,20,2008.0,5.000164300340007,5.000164300340007,1.8877793641684943
240,30,2,2,5,2,1,2008.0,3.0562390832933315,2.273518167203879,0.9842404717097668
241,30,9,2,8,6,1,2008.0,3.0562390832933315,2.273518167203879,1.3739648336724246
242,30,1,1,1,3,1,2008.0,0.6232802959048005,3.0562390832933315,0.6258726368845293
243,30,5,1,3,10,6,2008.0,0.6232802959048005,3.0562390832933315,1.0160118677733876
244,30,4,4,6,4,1,2008.0,2.273518167203879,1.5268514086339717,0.5297229215345658
245,30,12,4,12,\N,20,2008.0,2.273518167203879,1.5268514086339717,0.9018990394972644
246,30,20,5,10,5,1,2008.0,1.1276580727581926,0.9797621139807148,0.727820665778711
247,30,7,5,9,7,1,2008.0,1.1276580727581926,0.9797621139807148,2.5528663024224767
248,30,17,9,7,8,1,2008.0,1.5268514086339717,1.3043673819053694,1.2644151374939454
249,30,14,9,14,11,11,2008.0,1.5268514086339717,1.3043673819053694,0.6209213230591549
250,30,10,7,13,9,1,2008.0,1.3043673819053694,1.8268815547508408,1.3407941554118177
251,30,15,7,11,16,11,2008.0,1.3043673819053694,1.8268815547508408,2.7910484700864457
252,30,3,3,15,12,11,2008.0,1.8268815547508408,1.1276580727581926,1.2369083702391517
253,30,6,3,19,14,11,2008.0,1.8268815547508408,1.1276580727581926,1.6105100000000006
254,30,16,10,18,13,11,2008.0,1.5268514086339717,0.7333619496011154,0.8084673239026215
255,30,21,10,20,17,11,2008.0,1.5268514086339717,0.7333619496011154,1.9344822243078383
256,30,18,11,17,15,11,2008.0,0.9797621139807148,0.8505550881170205,0.5855502255136427
257,30,22,11,16,\N,6,2008.0,0.9797621139807148,0.8505550881170205,0.7458266401026007
258,31,20,5,1,1,1,2008.0,1.1276580727581926,1.3043673819053694,0.5169341891253625
259,31,7,5,4,18,11,2008.0,1.1276580727581926,1.3043673819053694,1.6105100000000003
260,31,5,1,2,2,1,2008.0,0.6232802959048005,3.0562390832933315,0.7793673501586588
261,31,1,1,15,7,1,2008.0,0.6232802959048005,3.0562390832933315,0.620921323059155
262,31,9,2,11,3,1,2008.0,3.0562390832933315,2.273518167203879,1.0073584939232283
263,31,2,2,10,5,1,2008.0,3.0562390832933315,2.273518167203879,1.7077954314214518
264,31,4,4,8,4,1,2008.0,2.273518167203879,1.5268514086339717,1.2830919845390318
265,31,12,4,17,10,1,2008.0,2.273518167203879,1.5268514086339717,0.7908794907201026
266,31,13,6,6,6,1,2008.0,5.000164300340007,5.000164300340007,0.9926952579765618
267,31,8,6,14,9,1,2008.0,5.000164300340007,5.000164300340007,0.3582882958564411
268,31,17,9,3,8,1,2008.0,1.5268514086339717,1.1276580727581926,1.3959645769144722
269,31,14,9,13,16,11,2008.0,1.5268514086339717,1.1276580727581926,0.8609032590513489
270,31,10,7,9,11,1,2008.0,1.3043673819053694,1.8268815547508408,1.5672451852674334
271,31,15,7,7,13,1,2008.0,1.3043673819053694,1.8268815547508408,2.872606620827852
272,31,6,3,18,12,1,2008.0,1.8268815547508408,0.9797621139807148,0.6380622568825189
273,31,3,3,5,14,1,2008.0,1.8268815547508408,0.9797621139807148,1.3400921890555353
274,31,18,11,19,15,1,2008.0,0.9797621139807148,0.8505550881170205,1.1615706985497132
275,31,22,11,16,17,11,2008.0,0.9797621139807148,0.8505550881170205,2.086003341590954
276,31,16,10,20,19,12,2008.0,1.5268514086339717,0.7333619496011154,0.7462173186046073
277,31,21,10,12,\N,3,2008.0,1.5268514086339717,0.7333619496011154,0.3481158863693671
278,32,4,4,15,1,1,2008.0,2.273518167203879,1.8268815547508408,0.6083684915470927
279,32,12,4,16,\N,3,2008.0,2.273518167203879,1.8268815547508408,0.5960694338596979
280,32,3,3,8,2,1,2008.0,1.8268815547508408,0.9797621139807148,1.643740617560553
281,32,6,3,10,8,1,2008.0,1.8268815547508408,0.9797621139807148,1.6776569023590944
282,32,1,1,2,3,1,2008.0,0.6232802959048005,5.000164300340007,0.9999999999999998
283,32,5,1,5,10,1,2008.0,0.6232802959048005,5.000164300340007,0.4793856174925011
284,32,10,7,7,4,1,2008.0,1.3043673819053694,1.5268514086339717,1.0000000000000002
285,32,15,7,11,\N,9,2008.0,1.3043673819053694,1.5268514086339717,0.7163505554061548
286,32,20,5,6,5,1,2008.0,1.1276580727581926,1.3043673819053694,0.7564471045905475
287,32,7,5,17,12,1,2008.0,1.1276580727581926,1.3043673819053694,1.321969499164497
288,32,2,2,9,6,1,2008.0,3.0562390832933315,2.273518167203879,3.040287543787003
289,32,9,2,4,11,1,2008.0,3.0562390832933315,2.273518167203879,1.6944920068120681
290,32,14,9,14,7,1,2008.0,1.5268514086339717,1.1276580727581926,1.2254748279940697
291,32,17,9,13,\N,7,2008.0,1.5268514086339717,1.1276580727581926,0.691748592339789
292,32,18,11,12,9,1,2008.0,0.9797621139807148,0.8505550881170205,1.520995099135806
293,32,22,11,18,\N,26,2008.0,0.9797621139807148,0.8505550881170205,0.6701171338885761
294,32,13,6,1,13,1,2008.0,5.000164300340007,3.0562390832933315,0.5364976083901553
295,32,8,6,3,15,3,2008.0,5.000164300340007,3.0562390832933315,0.5901473692291708
296,32,21,10,20,14,1,2008.0,1.5268514086339717,0.7333619496011154,1.1070116656991784
297,32,16,10,19,\N,3,2008.0,1.5268514086339717,0.7333619496011154,0.816010233059507
298,33,4,4,4,1,1,2008.0,2.273518167203879,1.8268815547508408,1.4922764236711419
299,33,12,4,12,4,1,2008.0,2.273518167203879,1.8268815547508408,0.6574643143611553
300,33,9,2,6,2,1,2008.0,3.0562390832933315,2.273518167203879,1.3480223107934766
301,33,2,2,16,9,1,2008.0,3.0562390832933315,2.273518167203879,1.314192640444667
302,33,8,6,2,3,1,2008.0,5.000164300340007,5.000164300340007,0.7418274845995518
