,raceId,driverId,constructorId,grid,currentStanding
3786,207,75,20,16,7
3787,207,78,15,13,6
3788,207,49,3,2,8
3789,207,15,18,17,9
3790,207,64,21,22,10
3791,208,35,3,1,2
3792,208,49,3,8,11
3793,208,77,22,3,3
3794,208,55,22,6,8
3795,208,44,20,5,6
3796,208,75,20,15,9
3797,208,57,1,4,5
3798,208,14,1,12,1
3799,208,30,6,2,4
3800,208,56,6,14,17
3801,208,65,15,13,10
3802,208,78,15,19,7
3803,208,21,17,7,12
3804,208,15,18,17,13
3805,208,79,18,18,19
3806,208,63,25,22,15
3807,208,50,25,21,16
3808,208,71,21,9,18
3809,208,64,21,16,14
3810,209,35,3,1,1
3811,209,49,3,2,13
3812,209,56,6,7,6
3813,209,30,6,4,5
3814,209,23,17,6,8
3815,209,21,17,9,15
3816,209,65,15,8,9
3817,209,78,15,14,11
3818,209,57,1,17,4
3819,209,14,1,10,2
3820,209,77,22,12,3
3821,209,55,22,11,10
3822,209,63,25,19,14
3823,209,50,25,16,19
3824,209,15,18,18,16
3825,209,79,18,21,21
3826,209,76,24,15,18
3827,209,64,21,22,17
3828,209,71,21,13,20
3829,209,75,20,20,12
3830,209,44,20,3,7
3831,210,49,3,2,3
3832,210,35,3,1,1
3833,210,30,6,3,2
3834,210,56,6,9,5
3835,210,21,17,6,11
3836,210,23,17,5,9
3837,210,55,22,14,12
3838,210,77,22,11,6
3839,210,57,1,8,7
3840,210,14,1,10,4
3841,210,78,15,12,13
3842,210,65,15,7,10
3843,210,44,20,4,8
3844,210,75,20,18,14
3845,210,63,25,19,15
3846,210,50,25,21,17
3847,210,79,18,22,20
3848,210,15,18,20,16
3849,210,64,21,17,18
3850,210,71,21,15,21
3851,210,76,24,16,19
3852,211,30,6,2,1
3853,211,56,6,15,3
3854,211,22,24,10,9
3855,211,76,24,19,16
3856,211,44,20,12,8
3857,211,75,20,21,17
3858,211,63,25,14,14
3859,211,50,25,22,18
3860,211,21,17,4,11
3861,211,23,17,6,10
3862,211,77,22,17,6
3863,211,55,22,9,13
3864,211,79,18,20,20
3865,211,15,18,18,19
3866,211,49,3,1,4
3867,211,35,3,3,2
3868,211,78,15,11,15
3869,211,65,15,7,12
3870,211,14,1,5,5
3871,211,57,1,8,7
3872,211,71,21,13,22
3873,211,64,21,16,21
3874,212,35,3,1,1
3875,212,49,3,2,6
3876,212,44,20,12,3
3877,212,75,20,16,17
3878,212,55,22,4,9
3879,212,77,22,6,7
3880,212,30,6,7,2
3881,212,56,6,11,4
3882,212,65,15,10,11
3883,212,81,15,13,22
3884,212,14,1,3,5
3885,212,57,1,5,8
3886,212,21,17,8,13
3887,212,23,17,9,12
3888,212,50,25,19,18
3889,212,63,25,14,14
3890,212,76,24,22,16
3891,212,22,24,17,10
3892,212,15,18,18,19
3893,212,79,18,20,20
3894,212,64,21,21,21
3895,212,71,21,15,23
3896,213,30,6,1,1
3897,213,56,6,12,4
3898,213,55,22,8,6
3899,213,21,17,6,10
3900,213,23,17,7,13
3901,213,49,3,4,5
3902,213,35,3,2,2
3903,213,65,15,13,11
3904,213,81,15,18,23
3905,213,75,20,19,16
3906,213,44,20,10,3
3907,213,14,1,5,7
3908,213,57,1,9,9
3909,213,64,21,16,19
3910,213,71,21,15,21
3911,213,63,25,17,14
3912,213,50,25,14,18
3913,213,22,24,3,12
3914,213,76,24,21,17
3915,213,15,18,20,20
3916,213,79,18,22,22
3917,214,30,6,1,1
3918,214,56,6,5,4
3919,214,49,3,2,3
3920,214,35,3,4,2
3921,214,55,22,8,6
3922,214,23,17,3,13
3923,214,21,17,11,10
3924,214,14,1,9,7
3925,214,57,1,10,9
3926,214,65,15,14,11
3927,214,15,20,6,20
3928,214,75,20,12,16
3929,214,79,18,21,22
3930,214,71,21,17,21
3931,214,64,21,16,19
3932,214,63,25,19,14
3933,214,50,25,18,18
3934,214,22,24,13,12
3935,214,76,24,15,17
3936,215,35,3,1,2
3937,215,49,3,2,4
3938,215,55,22,11,3
3939,215,25,22,8,14
3940,215,14,1,6,7
3941,215,57,1,3,9
3942,215,23,17,5,11
3943,215,21,17,10,10
3944,215,71,21,12,18
3945,215,64,21,17,22
3946,215,15,20,13,20
3947,215,75,20,15,16
3948,215,82,15,14,23
3949,215,65,15,9,12
3950,215,58,18,21,26
3951,215,79,18,19,24
3952,215,76,24,16,19
3953,215,22,24,22,13
3954,215,50,25,20,21
3955,215,63,25,18,15
3956,215,56,6,7,5
3957,215,30,6,4,1
3958,216,77,22,1,4
3959,216,55,22,6,3
3960,216,30,6,4,1
3961,216,56,6,10,6
3962,216,57,1,3,9
3963,216,14,1,8,8
3964,216,15,20,11,15
3965,216,75,20,17,17
3966,216,23,17,7,10
3967,216,21,17,2,11
3968,216,71,21,13,19
3969,216,64,21,16,22
3970,216,82,15,18,23
3971,216,65,15,14,12
3972,216,50,25,20,21
3973,216,63,25,19,16
3974,216,22,24,12,13
3975,216,76,24,15,20
3976,216,35,3,9,2
3977,216,49,3,5,5
3978,216,79,18,22,24
3979,216,58,18,21,26
3980,217,35,3,2,2
3981,217,49,3,6,5
3982,217,71,21,3,13
3983,217,64,21,19,22
3984,217,65,15,10,10
3985,217,81,15,15,26
3986,217,30,6,1,1
3987,217,56,6,5,6
3988,217,23,17,14,11
3989,217,21,17,13,12
3990,217,75,20,16,18
3991,217,15,20,12,16
3992,217,77,22,7,4
3993,217,55,22,9,3
3994,217,79,18,20,24
3995,217,58,18,22,25
3996,217,63,25,21,17
3997,217,50,25,18,21
3998,217,14,1,8,8
3999,217,57,1,4,9
4000,217,22,24,11,14
4001,217,76,24,17,20
4002,218,30,6,3,1
4003,218,56,6,17,6
4004,218,21,17,4,9
4005,218,23,17,6,12
4006,218,49,3,7,3
4007,218,35,3,1,2
4008,218,65,15,11,11
4009,218,81,15,13,24
4010,218,77,22,15,5
4011,218,55,22,2,4
4012,218,64,21,8,20
4013,218,71,21,9,13
4014,218,63,25,19,17
4015,218,50,25,21,22
4016,218,76,24,18,21
4017,218,22,24,12,14
4018,218,79,18,20,25
4019,218,58,18,22,26
4020,218,15,20,14,16
4021,218,75,20,16,18
4022,218,57,1,5,10
4023,218,14,1,10,8
4024,219,14,1,6,5
4025,219,57,1,5,10
4026,219,55,22,1,3
4027,219,77,22,7,6
4028,219,49,3,2,4
4029,219,35,3,4,2
4030,219,21,17,3,8
4031,219,23,17,8,12
4032,219,30,6,9,1
4033,219,56,6,10,7
4034,219,15,20,16,16
4035,219,75,20,15,18
4036,219,81,15,18,24
4037,219,65,15,12,11
4038,219,22,24,11,14
4039,219,76,24,13,21
4040,219,58,18,22,26
4041,219,79,18,21,25
4042,219,71,21,14,13
4043,219,64,21,17,20
4044,219,63,25,19,17
4045,219,50,25,20,22
4046,220,35,3,1,2
4047,220,49,3,4,3
4048,220,14,1,10,4
4049,220,57,1,2,10
4050,220,21,17,14,7
4051,220,23,17,11,12
4052,220,30,6,9,1
4053,220,56,6,8,8
4054,220,71,21,7,13
4055,220,64,21,17,20
4056,220,65,15,12,11
4057,220,81,15,13,23
4058,220,77,22,18,6
4059,220,55,22,15,5
4060,220,79,18,19,25
4061,220,58,18,0,26
4062,220,50,25,20,22
4063,220,63,25,21,17
4064,220,22,24,5,14
4065,220,76,24,6,21
4066,220,15,20,3,16
4067,220,75,20,16,18
4068,221,35,3,2,1
4069,221,49,3,3,3
4070,221,55,22,10,4
4071,221,77,22,7,6
4072,221,64,21,15,17
4073,221,71,21,13,13
4074,221,44,20,11,9
4075,221,75,20,17,19
4076,221,65,15,16,11
4077,221,81,15,19,23
4078,221,63,25,20,18
4079,221,50,25,21,22
4080,221,57,1,1,10
4081,221,14,1,6,5
4082,221,22,24,9,14
4083,221,76,24,12,21
4084,221,56,6,14,8
4085,221,30,6,5,2
4086,221,58,18,18,26
4087,221,79,18,22,25
4088,221,21,17,4,7
4089,221,23,17,8,12
4090,222,30,6,2,1
4091,222,56,6,3,7
4092,222,49,3,6,3
4093,222,35,3,1,2
4094,222,57,1,4,9
4095,222,14,1,11,5
4096,222,55,22,7,4
4097,222,77,22,5,6
4098,222,65,15,8,11
4099,222,81,15,0,23
4100,222,21,17,9,8
4101,222,23,17,13,12
4102,222,71,21,17,13
4103,222,64,21,16,17
4104,222,50,25,21,22
4105,222,63,25,22,18
4106,222,58,18,20,26
4107,222,79,18,19,25
4108,222,44,20,10,10
4109,222,75,20,15,19
4110,222,22,24,12,14
4111,222,76,24,14,21
4112,223,57,1,5,6
4113,223,14,1,6,3
4114,223,35,3,1,1
4115,223,49,3,3,2
4116,223,77,22,8,5
4117,223,55,22,10,4
4118,223,56,6,7,7
4119,223,30,6,2,26
4120,223,44,20,9,9
4121,223,75,20,15,18
4122,223,65,15,14,10
4123,223,82,15,18,23
4124,223,76,24,11,20
4125,223,22,24,12,13
4126,223,21,17,17,8
4127,223,23,17,16,11
4128,223,63,25,21,17
4129,223,50,25,22,21
4130,223,58,18,20,25
4131,223,79,18,19,24
4132,223,71,21,4,12
4133,223,64,21,13,16
4134,224,71,3,2,1
4135,224,35,3,1,2
4136,224,56,6,3,3
4137,224,77,22,7,4
4138,224,57,1,5,5
4139,224,63,25,10,6
4140,224,79,25,15,11
4141,224,44,27,11,7
4142,224,64,27,20,10
4143,224,49,15,9,8
4144,224,73,29,18,9
4145,225,71,3,1,1
4146,225,35,3,3,3
4147,225,55,22,5,2
4148,225,77,22,8,7
4149,225,30,6,4,6
4150,225,56,6,10,5
4151,225,57,1,7,4
4152,225,63,25,11,8
4153,225,79,25,16,12
4154,225,44,27,15,9
4155,225,64,27,22,10
4156,225,83,18,18,14
4157,225,69,28,19,15
4158,225,84,17,6,16
4159,225,49,15,9,11
4160,225,73,29,17,13
4161,226,71,3,1,1
4162,226,35,3,3,2
4163,226,55,22,4,3
4164,226,77,22,5,8
4165,226,22,17,6,7
4166,226,84,17,15,21
4167,226,56,6,10,4
4168,226,30,6,2,6
4169,226,50,29,7,11
4170,226,73,29,20,17
4171,226,14,1,9,12
4172,226,57,1,8,5
4173,226,44,27,12,10
4174,226,64,27,18,13
4175,226,65,15,17,16
4176,226,49,15,11,14
4177,226,85,28,22,19
4178,226,69,28,21,20
4179,226,83,18,19,18
4180,226,63,25,16,9
4181,226,79,25,13,15
4182,227,35,3,2,2
4183,227,71,3,1,1
4184,227,30,6,3,4
4185,227,56,6,7,5
4186,227,14,1,6,8
4187,227,57,1,9,6
4188,227,22,17,5,7
4189,227,84,17,11,12
4190,227,65,15,12,14
4191,227,49,15,10,16
4192,227,77,22,8,9
4193,227,55,22,4,3
4194,227,64,27,17,15
4195,227,44,27,15,11
4196,227,73,29,20,18
4197,227,50,29,13,13
4198,227,83,18,19,19
4199,227,21,18,18,22
4200,227,63,25,14,10
4201,227,79,25,16,17
4202,227,85,28,21,20
4203,227,69,28,22,21
4204,228,71,3,2,1
4205,228,35,3,3,2
4206,228,30,6,1,3
4207,228,56,6,6,5
4208,228,77,22,7,6
4209,228,55,22,5,4
4210,228,22,17,9,7
4211,228,84,17,12,12
4212,228,64,27,17,14
4213,228,44,27,13,11
4214,228,57,1,11,8
4215,228,14,1,4,9
4216,228,83,18,18,17
4217,228,21,18,19,22
4218,228,69,28,21,20
4219,228,85,28,22,21
4220,228,79,25,16,18
4221,228,63,25,8,10
4222,228,73,29,20,19
4223,228,50,29,14,13
4224,228,49,15,10,16
4225,228,65,15,15,15
4226,229,44,27,14,4
4227,229,64,27,17,16
4228,229,14,1,5,6
4229,229,57,1,8,10
4230,229,65,15,13,12
4231,229,49,15,9,13
4232,229,63,25,11,11
4233,229,79,25,15,18
4234,229,56,6,7,7
4235,229,30,6,1,3
4236,229,35,3,10,2
4237,229,71,3,2,1
4238,229,55,22,3,5
4239,229,77,22,4,8
4240,229,69,28,21,20
4241,229,85,28,22,21
4242,229,84,17,16,14
4243,229,22,17,6,9
4244,229,73,29,20,19
4245,229,50,29,12,15
4246,229,83,18,19,17
4247,229,21,18,18,22
4248,230,30,6,3,3
4249,230,56,6,6,7
4250,230,55,22,4,4
4251,230,77,22,5,9
4252,230,35,3,2,2
4253,230,71,3,1,1
4254,230,49,15,11,11
4255,230,65,15,9,13
4256,230,57,1,10,8
4257,230,14,1,14,6
4258,230,64,27,17,14
4259,230,44,27,8,5
4260,230,50,29,13,16
4261,230,73,29,20,19
4262,230,22,17,7,10
4263,230,84,17,15,15
4264,230,63,25,12,12
4265,230,79,25,16,18
4266,230,21,18,19,22
4267,230,83,18,18,17
4268,230,69,28,21,20
4269,230,85,28,22,21
4270,231,71,3,1,1
4271,231,35,3,2,2
4272,231,55,22,4,4
4273,231,77,22,7,9
4274,231,14,1,10,5
4275,231,57,1,6,7
4276,231,84,17,9,14
4277,231,22,17,8,10
4278,231,65,15,15,13
4279,231,49,15,12,11
4280,231,21,18,16,17
4281,231,83,18,19,18
4282,231,69,28,20,21
4283,231,85,28,22,22
4284,231,30,6,3,3
4285,231,56,6,5,8
4286,231,44,27,11,6
4287,231,64,27,18,15
4288,231,63,25,14,12
4289,231,79,25,17,19
4290,231,50,29,13,16
4291,231,73,29,21,20
4292,232,71,3,2,1
4293,232,35,3,6,2
4294,232,55,22,3,4
4295,232,77,22,4,8
4296,232,57,1,5,6
4297,232,14,1,7,5
4298,232,44,27,9,7
4299,232,64,27,11,15
4300,232,84,17,8,14
4301,232,22,17,10,10
4302,232,63,25,13,12
4303,232,79,25,14,20
4304,232,73,29,19,19
4305,232,50,29,15,16
4306,232,83,18,18,18
4307,232,21,18,17,17
4308,232,65,15,16,13
4309,232,49,15,12,11
4310,232,69,28,20,21
4311,232,85,28,21,22
4312,232,56,6,22,9
4313,232,30,6,1,3
4314,233,35,3,2,2
4315,233,71,3,1,1
4316,233,77,22,7,5
4317,233,55,22,5,4
4318,233,57,1,4,7
4319,233,14,1,9,6
4320,233,22,17,6,9
4321,233,84,17,8,14
4322,233,63,25,14,12
4323,233,79,25,12,20
4324,233,49,15,11,11
4325,233,65,15,13,13
4326,233,50,29,15,16
4327,233,73,29,20,19
4328,233,21,18,18,17
4329,233,83,18,19,18
4330,233,44,27,16,8
4331,233,64,27,17,15
4332,233,56,6,10,10
4333,233,30,6,3,3
4334,233,85,28,21,22
4335,233,69,28,22,21
4336,234,71,3,1,1
4337,234,35,3,6,2
4338,234,55,22,5,3
4339,234,77,22,2,6
4340,234,30,6,3,4
4341,234,56,6,8,10
4342,234,14,1,7,5
4343,234,57,1,4,7
4344,234,22,17,9,9
4345,234,84,17,10,14
4346,234,44,27,12,8
4347,234,64,27,11,15
4348,234,49,15,13,11
4349,234,65,15,14,13
4350,234,63,25,15,12
4351,234,79,25,16,20
4352,234,73,29,19,19
4353,234,50,29,17,16
4354,234,83,18,18,18
4355,235,35,3,3,2
4356,235,71,3,2,1
4357,235,55,22,5,3
4358,235,77,22,6,7
4359,235,57,1,7,5
4360,235,14,1,9,6
4361,235,44,27,11,8
4362,235,64,27,15,15
4363,235,22,17,13,9
4364,235,84,17,12,14
4365,235,79,25,14,17
4366,235,63,25,16,12
4367,235,73,29,18,18
4368,235,50,29,17,16
4369,235,30,6,1,4
4370,235,56,6,4,10
4371,235,86,18,20,22
4372,235,83,18,19,20
4373,235,49,15,10,11
4374,235,65,15,8,13
4375,236,30,6,3,3
4376,236,56,6,9,10
4377,236,35,3,1,2
4378,236,71,3,2,1
4379,236,57,1,6,5
4380,236,14,1,4,6
4381,236,55,22,7,4
4382,236,77,22,5,7
4383,236,63,25,13,12
4384,236,79,25,17,17
4385,236,73,29,18,18
4386,236,50,29,16,16
4387,236,83,18,19,20
4388,236,86,18,0,22
4389,236,84,17,8,14
4390,236,22,17,10,9
4391,236,64,27,15,15
4392,236,44,27,14,8
4393,236,49,15,11,11
4394,236,65,15,12,13
4395,237,30,6,3,3
4396,237,56,6,7,10
4397,237,55,22,6,4
4398,237,77,22,8,7
4399,237,57,1,4,5
4400,237,14,1,5,6
4401,237,84,17,9,12
4402,237,22,17,10,8
4403,237,64,27,14,15
4404,237,44,27,11,9
4405,237,35,3,2,2
4406,237,71,3,1,1
4407,237,50,29,15,16
4408,237,73,29,19,18
4409,237,65,15,12,14
4410,237,49,15,13,11
4411,237,79,25,16,17
4412,237,63,25,17,13
4413,237,83,18,18,20
4414,237,86,18,20,22
4415,238,35,3,2,2
4416,238,71,3,1,1
4417,238,30,6,4,3
4418,238,56,6,6,10
4419,238,55,22,3,4
4420,238,77,22,5,6
4421,238,49,15,11,11
4422,238,65,15,12,14
4423,238,84,17,10,12
4424,238,22,17,9,8
4425,238,44,27,15,9
4426,238,64,27,18,15
4427,238,63,25,13,13
4428,238,79,25,14,17
4429,238,14,1,8,7
4430,238,57,1,7,5
4431,238,73,29,17,18
4432,238,50,29,16,16
4433,238,86,18,20,22
4434,238,83,18,19,20
4435,239,71,3,2,1
4436,239,35,3,1,2
4437,239,30,6,3,3
4438,239,56,6,6,10
4439,239,57,1,5,5
4440,239,14,1,8,7
4441,239,77,22,4,6
4442,239,55,22,9,4
4443,239,84,17,10,11
4444,239,22,17,11,8
4445,239,49,15,7,12
4446,239,65,15,13,14
4447,239,44,27,12,9
4448,239,64,27,16,15
4449,239,50,29,17,16
4450,239,73,29,19,18
4451,239,83,18,18,20
4452,239,86,18,20,22
4453,239,79,25,14,17
4454,239,63,25,15,13
4455,240,30,22,2,1
4456,240,14,3,3,2
4457,240,77,6,5,3
4458,240,55,6,6,5
4459,240,57,1,7,4
4460,240,87,1,9,6
4461,240,63,25,12,7
4462,240,88,27,15,8
4463,240,85,30,22,9
4464,240,64,28,25,10
4465,241,71,3,2,2
4466,241,14,3,1,4
4467,241,55,6,6,3
4468,241,77,6,8,5
4469,241,30,22,3,1
4470,241,65,22,11,7
4471,241,49,15,9,8
4472,241,44,27,18,10
4473,241,88,27,19,13
4474,241,79,25,15,12
4475,241,63,25,7,11
4476,241,93,31,20,15
4477,241,64,28,25,16
4478,241,87,1,17,9
4479,241,57,1,5,6
4480,241,85,30,22,14
4481,242,71,3,4,1
4482,242,14,3,3,4
4483,242,55,6,5,3
4484,242,77,6,2,5
4485,242,57,1,6,6
4486,242,95,1,9,18
4487,242,49,15,14,8
4488,242,65,22,8,7
4489,242,30,22,1,2
4490,242,56,17,7,13
4491,242,44,27,12,10
4492,242,88,27,16,12
4493,242,94,18,18,19
4494,242,69,18,20,21
4495,242,81,29,11,20
4496,242,64,28,26,17
4497,242,85,30,24,15
4498,242,93,31,23,16
4499,242,79,25,15,14
4500,242,63,25,13,11
4501,243,30,22,1,1
4502,243,65,22,7,5
4503,243,77,6,3,4
4504,243,55,6,2,3
4505,243,71,3,5,2
4506,243,14,3,4,6
4507,243,56,17,6,9
4508,243,22,17,8,13
4509,243,44,27,15,10
4510,243,84,27,11,17
4511,243,49,15,12,8
4512,243,91,15,20,24
4513,243,63,25,13,12
4514,243,79,25,17,15
4515,243,81,29,14,21
4516,243,50,31,16,23
4517,243,93,31,22,16
4518,243,94,18,19,22
4519,243,69,18,21,25
4520,243,57,1,9,7
4521,243,95,1,10,20
4522,243,85,30,23,18
4523,243,64,28,26,19
4524,244,30,22,2,1
4525,244,65,22,7,5
4526,244,71,3,1,2
4527,244,14,3,3,6
4528,244,77,6,4,3
4529,244,55,6,5,4
4530,244,87,1,10,9
4531,244,57,1,6,7
4532,244,49,15,14,8
4533,244,96,15,19,16
4534,244,94,18,18,13
4535,244,69,18,16,26
4536,244,81,29,13,18
4537,244,64,28,22,22
4538,244,44,27,12,11
4539,244,84,27,8,20
4540,244,63,25,17,12
4541,244,79,25,15,17
4542,244,22,17,11,14
4543,244,56,17,9,10
4544,244,85,30,25,21
4545,244,50,31,23,24
4546,244,93,31,20,19
4547,245,55,6,5,3
4548,245,77,6,4,4
4549,245,22,17,9,7
4550,245,56,17,8,8
4551,245,44,27,11,10
4552,245,84,27,14,20
4553,245,30,22,1,1
4554,245,65,22,6,5
4555,245,81,29,13,13
4556,245,89,29,22,22
4557,245,63,25,15,14
4558,245,79,25,16,19
4559,245,69,18,19,17
4560,245,94,18,17,15
4561,245,64,28,24,24
4562,245,71,3,2,2
4563,245,14,3,3,6
4564,245,87,1,10,12
4565,245,57,1,7,9
4566,245,85,30,21,23
4567,245,49,15,12,11
4568,245,96,15,18,18
4569,246,30,22,2,1
4570,246,65,22,10,6
4571,246,71,3,1,2
4572,246,14,3,3,5
4573,246,84,27,9,12
4574,246,44,27,6,10
4575,246,55,6,4,3
4576,246,77,6,7,4
4577,246,22,17,5,7
4578,246,56,17,11,8
4579,246,57,1,8,9
4580,246,87,1,13,13
4581,246,49,15,12,11
4582,246,96,15,15,19
4583,246,69,18,17,18
4584,246,94,18,20,16
4585,246,81,29,16,14
4586,246,89,29,18,22
4587,246,63,25,14,15
4588,246,79,25,19,20
4589,246,90,28,24,28
4590,246,64,28,23,24
4591,246,85,30,21,23
4592,247,65,22,5,4
4593,247,30,22,2,1
4594,247,55,6,6,3
4595,247,77,6,4,6
4596,247,14,3,3,5
4597,247,71,3,1,2
4598,247,44,27,13,8
4599,247,84,27,11,13
4600,247,87,1,10,11
4601,247,57,1,8,10
4602,247,49,15,12,12
4603,247,96,15,16,17
4604,247,94,18,15,16
4605,247,69,18,18,18
4606,247,63,25,23,15
4607,247,79,25,14,20
4608,247,22,17,9,7
4609,247,56,17,7,9
4610,247,92,30,21,26
4611,247,85,30,24,23
4612,247,90,28,22,29
4613,247,64,28,20,24
4614,247,89,29,19,22
4615,248,30,22,2,1
4616,248,65,22,9,4
4617,248,14,3,3,5
4618,248,71,3,1,2
4619,248,77,6,4,6
4620,248,55,6,10,3
4621,248,96,15,14,14
4622,248,49,15,11,12
4623,248,88,27,18,15
4624,248,44,27,12,8
4625,248,79,25,17,19
4626,248,63,25,13,17
4627,248,85,30,23,20
4628,248,56,17,6,9
4629,248,22,17,5,7
4630,248,57,1,7,10
4631,248,87,1,8,11
4632,248,69,18,16,21
4633,248,94,18,20,18
4634,248,90,28,22,29
4635,248,64,28,21,24
4636,248,89,29,19,23
4637,249,71,3,1,2
4638,249,14,3,2,4
4639,249,77,6,4,6
4640,249,55,6,6,3
4641,249,65,22,9,5
4642,249,30,22,3,1
4643,249,49,15,11,9
4644,249,96,15,19,14
4645,249,44,27,10,7
4646,249,84,27,8,13
4647,249,22,17,14,8
4648,249,56,17,7,10
4649,249,69,18,12,20
4650,249,83,18,15,24
4651,249,85,30,22,21
4652,249,63,25,16,17
4653,249,79,25,17,19
4654,249,87,1,13,12
4655,249,57,1,5,11
4656,249,89,29,18,23
4657,249,64,28,23,25
4658,249,90,28,21,30
4659,250,30,22,16,1
4660,250,65,22,4,5
4661,250,71,3,8,2
4662,250,14,3,5,4
4663,250,84,27,13,10
4664,250,44,27,9,9
4665,250,49,15,10,7
4666,250,96,15,14,14
4667,250,87,1,6,11
4668,250,57,1,3,13
4669,250,22,17,12,8
4670,250,56,17,7,12
4671,250,63,25,11,17
4672,250,79,25,15,19
4673,250,83,18,17,22
4674,250,69,18,19,20
4675,250,89,29,18,23
4676,250,64,28,24,25
4677,250,90,28,22,30
4678,250,85,30,21,21
4679,250,77,6,1,6
4680,250,55,6,2,3
4681,251,65,22,8,3
4682,251,30,22,2,1
4683,251,57,1,7,8
4684,251,87,1,9,9
4685,251,49,15,10,7
4686,251,96,15,14,14
4687,251,63,25,16,15
4688,251,79,25,17,19
4689,251,97,29,15,20
4690,251,89,29,20,22
4691,251,64,28,23,24
4692,251,90,28,22,31
4693,251,55,6,5,4
4694,251,77,6,3,6
4695,251,22,17,6,10
4696,251,56,17,12,13
4697,251,69,18,18,21
4698,251,83,18,19,25
4699,251,71,3,4,2
4700,251,14,3,1,5
4701,251,44,27,13,11
4702,251,84,27,11,12
4703,251,85,30,21,23
4704,252,14,3,1,3
4705,252,71,3,2,2
4706,252,30,22,3,1
4707,252,65,22,6,4
4708,252,77,6,4,6
4709,252,55,6,7,5
4710,252,49,15,5,7
4711,252,96,15,14,14
4712,252,84,27,9,12
4713,252,44,27,11,11
4714,252,87,1,12,9
4715,252,57,1,13,8
4716,252,56,17,10,13
4717,252,22,17,8,10
4718,252,63,25,15,15
4719,252,79,25,16,19
4720,252,69,18,18,21
4721,252,83,18,17,25
4722,252,89,29,19,22
4723,252,97,29,20,20
4724,252,64,28,22,24
4725,252,90,28,23,31
4726,252,85,30,21,23
4727,253,30,22,3,1
4728,253,65,22,7,4
4729,253,55,6,6,5
4730,253,77,6,4,6
4731,253,14,3,1,3
4732,253,71,3,2,2
4733,253,22,17,11,9
4734,253,56,17,5,13
4735,253,84,27,12,12
4736,253,44,27,14,11
4737,253,57,1,9,8
4738,253,87,1,10,10
4739,253,83,18,16,24
4740,253,69,18,18,21
4741,253,63,25,15,15
4742,253,99,25,19,32
4743,253,97,29,17,20
4744,253,89,29,21,22
4745,253,64,28,22,25
4746,253,90,28,23,31
4747,253,98,30,24,33
4748,253,85,30,20,23
4749,253,96,15,13,14
4750,253,49,15,8,7
4751,254,30,22,3,1
4752,254,65,22,7,5
4753,254,14,3,1,3
4754,254,71,3,2,2
4755,254,77,6,5,6
4756,254,55,6,4,4
4757,254,49,15,8,7
4758,254,96,15,15,14
4759,254,44,27,9,11
4760,254,88,27,13,16
4761,254,87,1,10,10
4762,254,76,1,12,27
4763,254,56,17,6,13
4764,254,22,17,11,9
4765,254,63,25,18,15
4766,254,79,25,17,19
4767,254,83,18,14,24
4768,254,69,18,16,21
4769,254,90,28,22,32
4770,254,64,28,21,25
4771,254,81,29,19,17
4772,254,89,29,20,22
4773,254,85,30,23,23
4774,254,92,30,24,29
4775,255,30,22,1,1
4776,255,65,22,9,4
4777,255,57,1,3,7
4778,255,87,1,23,12
4779,255,56,17,7,10
4780,255,22,17,10,9
4781,255,44,27,11,11
4782,255,88,27,0,16
4783,255,63,25,12,14
4784,255,79,25,13,19
4785,255,49,15,8,8
4786,255,91,15,15,27
4787,255,69,18,17,21
4788,255,83,18,16,24
4789,255,89,29,18,22
4790,255,81,29,14,17
4791,255,71,3,4,2
4792,255,14,3,6,3
4793,255,64,28,20,25
4794,255,90,28,21,32
4795,255,55,6,2,5
4796,255,77,6,5,6
4797,255,85,30,19,23
4798,255,92,30,22,30
4799,256,71,3,1,2
4800,256,14,3,2,3
4801,256,44,27,12,8
4802,256,84,27,11,13
4803,256,81,29,13,14
4804,256,89,29,19,24
4805,256,87,1,10,10
4806,256,57,1,24,7
4807,256,63,25,14,15
4808,256,79,25,16,20
4809,256,83,18,17,18
4810,256,69,18,15,23
4811,256,64,28,21,21
4812,256,90,28,20,32
4813,256,92,30,23,26
4814,256,85,30,22,25
4815,256,65,22,8,4
4816,256,30,22,3,1
4817,256,56,17,9,12
4818,256,22,17,7,11
4819,256,49,15,6,9
4820,256,91,15,18,28
4821,256,77,6,4,6
4822,256,55,6,5,5
4823,257,30,22,2,1
4824,257,50,22,9,16
4825,257,71,3,4,2
4826,257,102,3,1,13
4827,257,55,6,3,3
4828,257,77,6,17,24
4829,257,22,17,14,4
4830,257,56,17,16,15
4831,257,79,25,10,5
4832,257,87,25,12,18
4833,257,91,15,7,6
4834,257,49,15,5,20
4835,257,65,32,21,7
4836,257,83,32,24,10
4837,257,94,18,15,8
4838,257,105,18,22,22
4839,257,100,33,13,9
4840,257,106,33,23,25
4841,257,44,27,19,11
4842,257,103,27,20,17
4843,257,101,31,26,12
4844,257,107,31,27,27
4845,257,84,1,18,14
4846,257,57,1,8,21
4847,257,104,29,11,19
4848,257,81,29,6,23
4849,257,92,30,25,26
4850,257,108,30,28,28
4851,258,30,22,2,1
4852,258,50,22,10,23
4853,258,77,6,5,4
4854,258,78,6,7,28
4855,258,22,17,8,2
4856,258,88,17,20,25
4857,258,104,29,9,6
4858,258,81,29,13,18
4859,258,49,15,11,7
4860,258,91,15,19,10
