,raceId,driverId,constructorId,grid,currentStanding
572,46,14,9,10,11
573,46,11,8,19,15
574,46,19,8,15,20
575,46,20,5,20,17
576,46,24,5,16,23
577,46,16,12,21,21
578,46,22,11,18,18
579,46,18,11,17,16
580,47,13,6,1,3
581,47,8,6,3,4
582,47,4,1,4,2
583,47,1,1,2,1
584,47,2,2,6,5
585,47,9,2,5,6
586,47,5,4,7,7
587,47,21,4,10,8
588,47,3,3,8,10
589,47,25,3,14,9
590,47,14,9,13,12
591,47,17,9,12,11
592,47,23,7,16,14
593,47,15,7,9,13
594,47,18,11,21,16
595,47,22,11,22,18
596,47,19,8,11,20
597,47,11,8,17,15
598,47,24,5,15,23
599,47,20,5,18,17
600,47,29,12,20,24
601,47,16,12,19,21
602,48,4,1,1,2
603,48,1,1,2,1
604,48,8,6,5,3
605,48,13,6,3,4
606,48,2,2,4,5
607,48,9,2,6,6
608,48,3,3,8,10
609,48,25,3,13,9
610,48,5,4,7,7
611,48,21,4,15,8
612,48,18,11,10,16
613,48,22,11,12,18
614,48,17,9,11,11
615,48,14,9,20,12
616,48,15,7,9,13
617,48,23,7,18,14
618,48,19,8,14,20
619,48,11,8,17,15
620,48,24,5,19,23
621,48,20,5,16,17
622,48,16,12,21,21
623,48,29,12,22,24
624,49,8,6,1,3
625,49,13,6,2,4
626,49,4,1,3,2
627,49,1,1,4,1
628,49,2,2,6,5
629,49,9,2,14,6
630,49,3,3,5,9
631,49,25,3,15,10
632,49,17,9,7,11
633,49,14,9,11,12
634,49,5,4,9,7
635,49,21,4,22,8
636,49,23,7,10,14
637,49,15,7,8,13
638,49,24,5,13,21
639,49,20,5,16,17
640,49,22,11,17,18
641,49,18,11,12,16
642,49,16,12,19,22
643,49,29,12,21,24
644,49,11,8,18,15
645,49,19,8,20,20
646,50,1,1,1,1
647,50,4,1,2,2
648,50,5,4,11,7
649,50,21,4,10,8
650,50,8,6,3,3
651,50,13,6,4,4
652,50,14,9,12,11
653,50,17,9,7,12
654,50,9,2,9,6
655,50,2,2,5,5
656,50,16,12,20,17
657,50,29,12,22,23
658,50,24,5,14,20
659,50,20,5,8,18
660,50,22,11,17,19
661,50,18,11,6,16
662,50,15,7,13,13
663,50,23,7,15,14
664,50,11,8,21,15
665,50,19,8,19,22
666,50,3,3,16,9
667,50,25,3,18,10
668,51,8,6,2,3
669,51,13,6,3,4
670,51,4,1,4,2
671,51,1,1,1,1
672,51,20,5,17,14
673,51,24,5,11,18
674,51,18,11,10,15
675,51,22,11,16,20
676,51,2,2,8,5
677,51,9,2,9,6
678,51,14,9,5,10
679,51,17,9,7,12
680,51,5,4,13,7
681,51,21,4,18,8
682,51,25,3,19,11
683,51,3,3,15,9
684,51,15,7,12,13
685,51,23,7,6,16
686,51,11,8,20,17
687,51,19,8,14,22
688,51,29,12,22,23
689,51,16,12,21,19
690,52,8,6,3,1
691,52,13,6,1,4
692,52,4,1,4,3
693,52,1,1,2,2
694,52,3,3,10,9
695,52,6,3,19,22
696,52,9,2,7,6
697,52,2,2,6,5
698,52,15,7,8,13
699,52,23,7,15,16
700,52,14,9,9,10
701,52,17,9,5,12
702,52,11,8,18,17
703,52,19,8,20,23
704,52,24,5,14,18
705,52,20,5,13,14
706,52,16,12,21,19
707,52,29,12,22,24
708,52,22,11,11,20
709,52,18,11,16,15
710,52,5,4,17,7
711,52,21,4,12,8
712,53,4,4,4,1
713,53,30,6,1,2
714,53,13,6,2,9
715,53,8,1,22,3
716,53,31,1,5,5
717,53,18,11,3,4
718,53,22,11,6,15
719,53,17,3,7,6
720,53,3,3,12,7
721,53,32,9,8,8
722,53,14,9,13,10
723,53,24,5,15,11
724,53,26,5,16,13
725,53,2,2,10,12
726,53,23,7,17,14
727,53,15,7,14,16
728,53,33,13,19,17
729,53,11,8,20,18
730,54,21,4,1,4
731,54,4,4,7,1
732,54,18,11,2,3
733,54,22,11,20,14
734,54,31,1,5,5
735,54,8,1,6,6
736,54,13,6,21,7
737,54,30,6,14,2
738,54,35,2,10,10
739,54,2,2,11,18
740,54,23,7,22,11
741,54,15,7,9,13
742,54,24,5,13,16
743,54,26,5,12,20
744,54,27,13,15,17
745,54,33,13,16,19
746,54,11,8,17,21
747,54,32,9,8,12
748,54,14,9,19,15
749,54,17,3,4,8
750,54,3,3,3,9
751,55,4,4,3,1
752,55,21,4,2,2
753,55,8,1,4,3
754,55,31,1,5,6
755,55,23,7,6,7
756,55,15,7,9,17
757,55,2,2,8,8
758,55,35,2,19,9
759,55,22,11,16,12
760,55,18,11,1,5
761,55,14,9,11,14
762,55,32,9,13,15
763,55,26,5,18,16
764,55,24,5,12,18
765,55,27,13,17,19
766,55,33,13,20,21
767,55,11,8,21,20
768,55,34,8,22,22
769,55,30,6,10,4
770,55,13,6,15,10
771,55,17,3,7,11
772,55,3,3,14,13
773,56,30,6,1,2
774,56,13,6,4,7
775,56,4,4,5,1
776,56,21,4,11,4
777,56,31,1,7,5
778,56,8,1,8,3
779,56,17,3,10,9
780,56,3,3,13,13
781,56,18,11,2,6
782,56,22,11,3,12
783,56,23,7,6,8
784,56,15,7,9,17
785,56,35,2,12,11
786,56,2,2,15,10
787,56,24,5,16,18
788,56,26,5,18,16
789,56,33,13,19,21
790,56,27,13,20,19
791,56,14,9,14,14
792,56,32,9,17,15
793,56,11,8,21,20
794,56,34,8,22,22
795,57,30,6,2,2
796,57,13,6,3,5
797,57,4,4,1,1
798,57,21,4,11,4
799,57,8,1,5,3
800,57,31,1,8,6
801,57,22,11,4,9
802,57,18,11,6,7
803,57,3,3,22,13
804,57,17,3,19,10
805,57,35,2,9,11
806,57,2,2,13,12
807,57,15,7,7,16
808,57,23,7,10,8
809,57,26,5,17,17
810,57,24,5,14,18
811,57,33,13,18,20
812,57,27,13,16,19
813,57,11,8,20,21
814,57,32,9,15,15
815,57,14,9,12,14
816,58,4,4,1,1
817,58,21,4,2,4
818,58,30,6,3,2
819,58,13,6,4,5
820,58,8,1,9,3
821,58,31,1,12,7
822,58,18,11,8,6
823,58,22,11,5,8
824,58,2,2,10,10
825,58,35,2,22,12
826,58,17,3,11,11
827,58,3,3,13,13
828,58,15,7,7,16
829,58,23,7,6,9
830,58,32,9,14,15
831,58,14,9,21,14
832,58,24,5,15,18
833,58,26,5,16,17
834,58,33,13,17,20
835,58,27,13,18,19
836,58,11,8,19,21
837,59,4,4,1,1
838,59,21,4,9,3
839,59,31,1,4,5
840,59,8,1,3,4
841,59,14,9,7,11
842,59,32,9,11,15
843,59,22,11,5,8
844,59,18,11,13,7
845,59,30,6,22,2
846,59,13,6,21,6
847,59,2,2,15,10
848,59,35,2,14,13
849,59,23,7,10,9
850,59,15,7,6,16
851,59,24,5,12,18
852,59,26,5,18,17
853,59,27,13,16,19
854,59,33,13,17,20
855,59,36,8,20,23
856,59,11,8,19,21
857,59,3,3,8,14
858,59,17,3,2,12
859,60,4,4,1,1
860,60,21,4,5,4
861,60,30,6,3,2
862,60,13,6,4,6
863,60,8,1,2,3
864,60,31,1,8,5
865,60,2,2,9,9
866,60,35,2,10,12
867,60,3,3,12,14
868,60,17,3,17,13
869,60,22,11,6,8
870,60,18,11,19,7
871,60,15,7,22,16
872,60,23,7,7,10
873,60,14,9,11,11
874,60,32,9,14,15
875,60,24,5,13,18
876,60,26,5,15,17
877,60,27,13,18,19
878,60,33,13,16,20
879,60,11,8,20,21
880,60,36,8,21,23
881,61,4,4,1,1
882,61,21,4,2,4
883,61,30,6,5,2
884,61,13,6,10,5
885,61,8,1,3,3
886,61,31,1,7,6
887,61,15,7,4,15
888,61,23,7,14,10
889,61,2,2,13,9
890,61,35,2,11,12
891,61,14,9,22,11
892,61,32,9,12,16
893,61,18,11,8,7
894,61,22,11,9,8
895,61,26,5,17,17
896,61,24,5,15,18
897,61,17,3,16,13
898,61,3,3,6,14
899,61,33,13,18,20
900,61,27,13,19,19
901,61,11,8,20,21
902,61,36,8,21,23
903,62,30,6,1,2
904,62,13,6,2,5
905,62,21,4,3,3
906,62,4,4,5,1
907,62,15,7,22,12
908,62,23,7,8,11
909,62,22,11,4,8
910,62,18,11,7,7
911,62,14,9,17,10
912,62,32,9,16,17
913,62,24,5,20,16
914,62,26,5,13,18
915,62,3,3,21,15
916,62,17,3,12,14
917,62,27,13,14,19
918,62,33,13,15,20
919,62,35,2,6,13
920,62,2,2,10,9
921,62,11,8,18,21
922,62,36,8,19,23
923,62,8,1,9,4
924,62,31,1,11,6
925,63,30,6,1,2
926,63,13,6,2,5
927,63,4,4,3,1
928,63,21,4,7,3
929,63,23,7,5,9
930,63,15,7,4,12
931,63,8,1,6,4
932,63,37,1,8,16
933,63,2,2,11,10
934,63,35,2,16,13
935,63,14,9,9,11
936,63,32,9,12,18
937,63,26,5,14,19
938,63,24,5,22,17
939,63,3,3,18,15
940,63,17,3,10,14
941,63,27,13,15,20
942,63,33,13,19,21
943,63,36,8,20,24
944,63,11,8,21,22
945,63,18,11,17,7
946,63,22,11,13,8
947,64,30,6,2,2
948,64,13,6,3,3
949,64,8,1,1,5
950,64,37,1,9,16
951,64,18,11,4,7
952,64,22,11,6,8
953,64,4,4,7,1
954,64,21,4,5,4
955,64,15,7,20,12
956,64,23,7,8,9
957,64,32,9,12,17
958,64,14,9,10,11
959,64,24,5,16,18
960,64,26,5,19,19
961,64,17,3,11,14
962,64,3,3,14,15
963,64,11,8,17,22
964,64,35,2,13,13
965,64,2,2,15,10
966,64,27,13,21,20
967,64,33,13,18,21
968,65,18,11,14,6
969,65,22,11,3,8
970,65,37,1,4,12
971,65,8,1,1,5
972,65,2,2,10,9
973,65,14,9,12,11
974,65,32,9,13,17
975,65,23,7,6,10
976,65,15,7,8,13
977,65,13,6,2,3
978,65,30,6,11,2
979,65,33,13,16,20
980,65,27,13,22,21
981,65,26,5,20,19
982,65,24,5,17,18
983,65,11,8,19,22
984,65,4,4,15,1
985,65,21,4,7,4
986,65,3,3,18,16
987,65,17,3,5,15
988,66,13,6,1,3
989,66,30,6,2,2
990,66,4,4,3,1
991,66,21,4,4,4
992,66,18,11,6,6
993,66,22,11,13,8
994,66,37,1,11,11
995,66,8,1,7,5
996,66,23,7,15,10
997,66,15,7,12,13
998,66,17,3,9,15
999,66,3,3,14,16
1000,66,32,9,10,17
1001,66,14,9,16,12
1002,66,9,2,8,23
1003,66,2,2,5,9
1004,66,26,5,17,19
1005,66,24,5,18,18
1006,66,27,13,22,21
1007,66,33,13,19,20
1008,66,11,8,21,22
1009,67,30,6,2,2
1010,67,13,6,4,3
1011,67,8,1,1,5
1012,67,37,1,7,11
1013,67,9,2,6,15
1014,67,2,2,3,9
1015,67,21,4,9,4
1016,67,4,4,10,1
1017,67,18,11,5,6
1018,67,22,11,8,8
1019,67,15,7,11,13
1020,67,23,7,13,10
1021,67,17,3,19,16
1022,67,3,3,12,17
1023,67,32,9,16,18
1024,67,14,9,14,12
1025,67,26,5,15,20
1026,67,24,5,17,19
1027,67,11,8,21,23
1028,67,27,14,18,22
1029,67,33,14,20,21
1030,68,30,6,6,1
1031,68,13,6,20,4
1032,68,4,4,1,2
1033,68,21,4,2,3
1034,68,18,11,4,6
1035,68,22,11,3,7
1036,68,37,1,7,10
1037,68,8,1,5,5
1038,68,2,2,8,9
1039,68,9,2,9,16
1040,68,17,3,14,14
1041,68,3,3,15,17
1042,68,14,9,12,12
1043,68,38,9,10,24
1044,68,24,5,13,19
1045,68,26,5,11,20
1046,68,27,14,22,22
1047,68,33,14,18,21
1048,68,29,8,19,27
1049,68,11,8,21,23
1050,68,23,7,16,11
1051,68,15,7,17,13
1052,69,4,4,5,1
1053,69,21,4,6,4
1054,69,13,6,1,3
1055,69,30,6,2,2
1056,69,18,11,7,6
1057,69,22,11,8,7
1058,69,8,1,11,5
1059,69,37,1,13,11
1060,69,15,7,4,12
1061,69,23,7,3,10
1062,69,2,2,9,9
1063,69,9,2,12,16
1064,69,3,3,10,17
1065,69,17,3,14,14
1066,69,38,9,18,24
1067,69,14,9,17,13
1068,69,24,5,15,19
1069,69,26,5,19,20
1070,69,11,8,20,23
1071,69,29,8,22,27
1072,69,33,14,21,21
1073,69,27,14,16,22
1074,70,13,6,1,3
1075,70,30,6,10,2
1076,70,4,4,4,1
1077,70,21,4,6,4
1078,70,18,11,14,6
1079,70,22,11,5,7
1080,70,8,1,2,5
1081,70,37,1,12,11
1082,70,9,2,9,16
1083,70,2,2,8,9
1084,70,11,8,19,23
1085,70,29,8,20,26
1086,70,26,5,16,20
1087,70,24,5,15,19
1088,70,38,9,22,24
1089,70,14,9,18,13
1090,70,27,14,17,22
1091,70,33,14,21,21
1092,70,15,7,3,12
1093,70,23,7,7,10
1094,70,17,3,11,14
1095,70,3,3,13,17
1096,71,21,4,1,1
1097,71,4,4,13,3
1098,71,22,6,11,2
1099,71,14,9,5,4
1100,71,32,9,6,7
1101,71,17,3,3,5
1102,71,31,1,9,6
1103,71,8,1,10,8
1104,71,15,7,2,9
1105,71,23,7,15,11
1106,71,13,15,18,10
1107,71,35,15,4,12
1108,71,39,17,12,13
1109,71,33,17,14,14
1110,71,40,18,16,15
1111,72,4,4,1,1
1112,72,21,4,3,2
1113,72,15,7,2,3
1114,72,23,7,5,8
1115,72,2,3,10,7
1116,72,17,3,4,9
1117,72,31,1,11,6
1118,72,8,1,6,12
1119,72,14,9,8,5
1120,72,32,9,7,10
1121,72,30,6,13,11
1122,72,22,6,12,4
1123,72,13,15,14,13
1124,72,35,15,16,17
1125,72,39,17,17,14
1126,72,33,17,18,15
1127,72,27,18,19,16
1128,72,40,18,20,18
1129,73,4,4,1,1
1130,73,21,4,10,3
1131,73,15,7,3,2
1132,73,23,7,6,4
1133,73,8,1,9,8
1134,73,37,1,8,11
1135,73,17,3,5,9
1136,73,2,3,4,10
1137,73,13,15,12,13
1138,73,35,15,15,16
1139,73,14,9,14,5
1140,73,32,9,7,12
1141,73,22,6,20,6
1142,73,30,6,2,14
1143,73,33,17,16,15
1144,73,39,17,17,17
1145,73,40,18,19,18
